id,api_id,name,address_line1,address_line2,city,county,postcode,nation,country,full_address,latitude,longitude,website,store_url
29879,/api/store_locators/29879,Northern Carpets and Beds,172 Western Road,,Kilmarnock,Scotland,KA3 1NJ,Scotland,United Kingdom,"172 Western Road, Kilmarnock, Scotland, KA3 1NJ, United Kingdom",55.619381,-4.502200,https://www.northerncarpetsandbeds.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/kilmarnock/29879-northern-carpets-and-beds?locale=en_GB
29898,/api/store_locators/29898,Saltire Carpets and Beds,"Unit 1, 23 Old Mill Park Ind Est",Glasgow Road,Kirkintilloch,Scotland,G66 1SS,Scotland,United Kingdom,"Unit 1, 23 Old Mill Park Ind Est, Glasgow Road, Kirkintilloch, Scotland, G66 1SS, United Kingdom",55.941662,-4.162760,https://www.saltirecarpetsandbeds.co.uk,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/kirkintilloch/29898-saltire-carpets-and-beds?locale=en_GB
29884,/api/store_locators/29884,Sams Carpet and Flooring Ltd,College Milton,Unit 5 James Watt Place,East Kilbride,Scotland,G74 5HQ,Scotland,United Kingdom,"College Milton, Unit 5 James Watt Place, East Kilbride, Scotland, G74 5HQ, United Kingdom",55.771729,-4.206740,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/east-kilbride/29884-sams-carpet-and-flooring-ltd?locale=en_GB
29843,/api/store_locators/29843,Stainton Flooring,"Unit 152, Step Scotland",Players Road,Stirling,Scotland,FK7 7RP,Scotland,United Kingdom,"Unit 152, Step Scotland, Players Road, Stirling, Scotland, FK7 7RP, United Kingdom",56.11646,-3.92862,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/stirling/29843-stainton-flooring?locale=en_GB
29841,/api/store_locators/29841,Uddo Flooring Ltd,30 East Main Street,Uphall,Edinburgh,Midlothian,EH52 5HY,Scotland,United Kingdom,"30 East Main Street, Uphall, Edinburgh, Midlothian, EH52 5HY, United Kingdom",55.93063,-3.502680,https://www.uddo.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/midlothian/edinburgh/29841-uddo-flooring-ltd?locale=en_GB
29873,/api/store_locators/29873,Unique Flooring Fife,Unit 87 East Way,Hillend,Fife,Scotland,KY11 9JF,Scotland,United Kingdom,"Unit 87 East Way, Hillend, Fife, Scotland, KY11 9JF, United Kingdom",56.04494,-3.34457,https://uniqueflooringfife.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/fife/29873-unique-flooring-fife?locale=en_GB
29917,/api/store_locators/29917,White Stag Flooring,28 Bridge Street,,Ballater,Scotland,AB35 5QP,Scotland,United Kingdom,"28 Bridge Street, Ballater, Scotland, AB35 5QP, United Kingdom",57.046959,-3.035520,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/ballater/29917-white-stag-flooring?locale=en_GB
29868,/api/store_locators/29868,Whittons Flooring Arbroath,Grant Road,Arbroath,Arbroath,Scotland,DD11 1JN,Scotland,United Kingdom,"Grant Road, Arbroath, Arbroath, Scotland, DD11 1JN, United Kingdom",56.564621,-2.583090,https://whittonsflooringltd.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/scotland/arbroath/29868-whittons-flooring-arbroath?locale=en_GB
29720,/api/store_locators/29720,Carpetfit Wales,1 Enterprise Centre,Aberaman Park Industrial Estate,Aberdare,Wales,CF44 6DA,Wales,United Kingdom,"1 Enterprise Centre, Aberaman Park Industrial Estate, Aberdare, Wales, CF44 6DA, United Kingdom",51.716154,-3.451816,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/wales/aberdare/29720-carpetfit-wales?locale=en_GB
29899,/api/store_locators/29899,Castle Carpets Wrexham,Bryn Business Centre,,Wrexham,Wales,LL13 9UT,Wales,United Kingdom,"Bryn Business Centre, Wrexham, Wales, LL13 9UT, United Kingdom",53.051350,-2.914140,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/wales/wrexham/29899-castle-carpets-wrexham?locale=en_GB
29693,/api/store_locators/29693,Floor Store U.K,Unit 2 Mannesman Close,Swansea Enterprise Park,Swansea,Wales,SA7 9AH,Wales,United Kingdom,"Unit 2 Mannesman Close, Swansea Enterprise Park, Swansea, Wales, SA7 9AH, United Kingdom",51.6590894,-3.9037483,www.thefloorstoreuk.com,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/wales/swansea/29693-floor-store-u-k?locale=en_GB
29885,/api/store_locators/29885,Floors on Floors Penarth,10 Cornerswell Rd,,Penarth,Wales,CF64 2UZ,Wales,United Kingdom,"10 Cornerswell Rd, Penarth, Wales, CF64 2UZ, United Kingdom",51.436588,-3.184100,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/wales/penarth/29885-floors-on-floors-penarth?locale=en_GB
30082,/api/store_locators/30082,Hughes Flooring,JR house Unit 1 Main Avenue,Treforest Ind Est.,Pontypridd,Wales,CF37 5UR,Wales,United Kingdom,"JR house Unit 1 Main Avenue, Treforest Ind Est., Pontypridd, Wales, CF37 5UR, United Kingdom",51.562729,-3.278780,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/wales/pontypridd/30082-hughes-flooring?locale=en_GB
29880,/api/store_locators/29880,Our Own Designs,"Unit 21K, Vale Business Park",Cowbridge,Cowbridge,Wales,CF71 7PF,Wales,United Kingdom,"Unit 21K, Vale Business Park, Cowbridge, Cowbridge, Wales, CF71 7PF, United Kingdom",51.43998,-3.49809,,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/wales/cowbridge/29880-our-own-designs?locale=en_GB
30474,/api/store_locators/30474,Signature Floors Pembroke,Unit 16,Kingswood Trading Estate,Pembroke Dock,Wales,SA72 4RS,Wales,United Kingdom,"Unit 16, Kingswood Trading Estate, Pembroke Dock, Wales, SA72 4RS, United Kingdom",51.693432,-4.925600,https://www.signaturefloorspembroke.co.uk/,https://home.tarkett.co.uk/en_GB/store-locator/united-kingdom/wales/pembroke-dock/30474-signature-floors-pembroke?locale=en_GB
